@RELATION knnModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {trainingData/disgust,trainingData/fear,trainingData/happy}

@DATA
0.117281,0.012788,3.076933,0.215131,0.217767,0.824016,0.035744,0.181393,-28.899292,1.349584,-0.039037,-0.106940,-0.352112,0.338740,-0.123208,0.148630,-0.091177,-0.027931,0.040091,-0.099713,-0.093598,0.009648,0.005226,0.014706,0.006213,0.040528,0.004884,0.043591,0.003263,0.010308,0.017056,0.016136,0.009614,0.029415,0.122506,0.018865,0.215617,0.113821,0.033511,0.796540,0.051824,0.195235,4.299998,1.173513,0.849849,0.591882,0.515421,0.441270,0.443996,0.337623,0.331799,0.273878,0.264827,0.269039,0.327969,0.014792,0.009571,0.024293,0.008756,0.044769,0.008180,0.064309,0.006455,0.017769,0.025235,0.027365,0.024807,0.018354,trainingData/disgust
0.104769,0.016103,3.103844,0.221390,0.231547,0.732359,0.031414,0.172335,-29.104990,1.863186,0.623914,-0.073011,-0.246950,-0.004572,-0.112017,0.169995,-0.089269,-0.051779,-0.053223,-0.088773,-0.119076,0.009968,0.003519,0.028985,0.018691,0.038587,0.008512,0.042069,0.001092,0.003369,0.019939,0.026227,0.002406,0.035360,0.140440,0.021034,0.201720,0.127934,0.031815,0.948582,0.037271,0.241561,4.276983,1.486425,0.750620,0.511157,0.493459,0.395511,0.326264,0.332400,0.281710,0.297941,0.313290,0.325581,0.275307,0.016638,0.007248,0.031561,0.027769,0.049242,0.013734,0.060493,0.002877,0.005094,0.034820,0.041631,0.004372,0.021159,trainingData/disgust
0.126009,0.016674,3.161239,0.240301,0.228048,0.739551,0.020381,0.174196,-28.163534,2.123712,0.590620,-0.187867,-0.221757,-0.017582,-0.109739,0.103175,-0.109161,0.024101,-0.052090,-0.074611,-0.121438,0.011706,0.003491,0.030906,0.007195,0.029754,0.003290,0.049362,0.001439,0.004525,0.031331,0.030681,0.006321,0.035016,0.152817,0.020842,0.167890,0.142070,0.031542,0.881104,0.016512,0.258140,3.476450,1.326498,0.731665,0.617199,0.496337,0.375320,0.364907,0.245667,0.390336,0.285315,0.287252,0.277438,0.338852,0.020455,0.007653,0.045667,0.014918,0.048470,0.005649,0.077038,0.004099,0.006198,0.038660,0.038810,0.013370,0.021642,trainingData/disgust
0.155949,0.019346,3.109019,0.237616,0.219620,0.945537,0.019139,0.251995,-27.638466,2.275841,0.154508,-0.089691,-0.326345,-0.001332,-0.066113,0.014905,-0.073158,0.040905,-0.019723,-0.120554,-0.135903,0.021488,0.004586,0.010751,0.007134,0.022762,0.007765,0.039738,0.003457,0.006446,0.020042,0.024094,0.009143,0.024805,0.156563,0.027918,0.212529,0.145970,0.032640,1.013024,0.019137,0.273120,3.209809,1.344831,0.845885,0.549878,0.490264,0.384995,0.348208,0.320902,0.320326,0.239828,0.265256,0.283281,0.315466,0.040493,0.009258,0.012267,0.011335,0.025721,0.015044,0.052086,0.007637,0.009583,0.026750,0.038796,0.019031,0.016457,trainingData/disgust
0.086680,0.030222,3.079627,0.179992,0.211014,0.488694,0.030106,0.134057,-27.271137,2.725096,-0.169776,-0.284814,-0.220949,-0.106862,-0.092558,-0.015628,0.080436,0.023739,-0.137149,-0.166719,-0.118581,0.013961,0.007776,0.019902,0.025734,0.024127,0.004124,0.040138,0.000808,0.004699,0.040693,0.027116,0.008049,0.033834,0.086443,0.044185,0.278844,0.089694,0.033137,0.559988,0.027400,0.133398,3.564342,1.147104,0.526321,0.498468,0.578075,0.356356,0.348847,0.340526,0.302389,0.323672,0.346937,0.266184,0.221608,0.025390,0.012797,0.027157,0.056814,0.035087,0.010104,0.064002,0.001214,0.006104,0.050881,0.031567,0.013771,0.019134,trainingData/disgust
0.101824,0.022512,3.153184,0.184865,0.198490,0.686191,0.021332,0.155710,-26.472050,1.909648,-0.444832,0.088945,-0.222454,0.105476,-0.171503,0.046989,-0.016378,-0.038147,-0.202239,-0.164128,-0.291435,0.022045,0.005958,0.012703,0.008740,0.016954,0.007410,0.021356,0.001381,0.003322,0.037518,0.025305,0.011099,0.024182,0.092681,0.030155,0.199804,0.077321,0.029783,0.550911,0.021166,0.136484,3.011264,0.976194,0.698686,0.461951,0.429124,0.397301,0.479409,0.235431,0.352242,0.307695,0.273100,0.337134,0.284117,0.033182,0.008556,0.017260,0.011577,0.024584,0.013912,0.031749,0.001663,0.004467,0.044784,0.035285,0.018847,0.015828,trainingData/disgust
0.091557,0.016408,3.066552,0.198910,0.217630,0.579830,0.031369,0.136639,-29.093525,2.270886,0.489222,-0.107992,-0.320111,0.015231,-0.131069,0.163661,-0.064826,0.016673,-0.080433,-0.074080,-0.200565,0.014773,0.007023,0.022773,0.009786,0.024329,0.002576,0.058430,0.000610,0.002736,0.041227,0.033740,0.008743,0.038408,0.090294,0.028468,0.234840,0.097748,0.040188,0.572333,0.032801,0.157631,4.670469,1.082270,0.689655,0.658953,0.625401,0.424868,0.383027,0.327113,0.269376,0.256617,0.265076,0.284195,0.243617,0.021552,0.016478,0.034833,0.019806,0.036987,0.003308,0.099236,0.000958,0.004652,0.048390,0.039729,0.017237,0.022918,trainingData/disgust
0.097179,0.016915,3.101278,0.180027,0.201760,0.624847,0.023431,0.139836,-27.529357,2.130501,0.049973,-0.207586,-0.282069,0.264385,-0.123506,0.047240,-0.174077,-0.085345,-0.049043,-0.144339,-0.247963,0.013492,0.006890,0.009797,0.007200,0.022312,0.004527,0.039218,0.012154,0.004349,0.040874,0.032227,0.004274,0.028711,0.085874,0.022249,0.271226,0.085165,0.032760,0.566180,0.023793,0.147847,3.758190,1.166222,0.681069,0.608992,0.518939,0.431432,0.321458,0.310565,0.348948,0.226791,0.309876,0.313503,0.264314,0.022827,0.012755,0.010108,0.010420,0.028368,0.006619,0.053357,0.017273,0.005117,0.044558,0.034641,0.008845,0.014899,trainingData/disgust
0.095533,0.014402,3.076093,0.216118,0.229915,0.599671,0.025053,0.144781,-28.485018,2.162108,-0.204373,0.201253,-0.229929,0.188036,0.003168,-0.030731,-0.071147,-0.007979,-0.145891,-0.112013,-0.194861,0.014355,0.004339,0.019144,0.006502,0.037056,0.003088,0.039082,0.003531,0.008790,0.025062,0.025561,0.007103,0.027286,0.100010,0.023523,0.234210,0.125636,0.052787,0.626055,0.022289,0.208043,4.240032,1.040649,0.981941,0.481242,0.474494,0.363513,0.377152,0.306477,0.342721,0.339927,0.254449,0.221268,0.318654,0.025646,0.008024,0.026400,0.010184,0.042025,0.003910,0.052053,0.008445,0.016533,0.032209,0.033803,0.014500,0.014989,trainingData/disgust
0.072698,0.014993,3.094615,0.177095,0.216941,0.405658,0.033659,0.089795,-29.489544,2.545584,0.509866,0.072463,-0.232937,0.011484,-0.132938,0.172833,-0.129323,-0.013712,-0.089146,-0.086039,-0.170058,0.017455,0.002281,0.011480,0.012654,0.036090,0.004652,0.054663,0.000653,0.001930,0.040115,0.038925,0.008477,0.039380,0.087254,0.020336,0.209355,0.093907,0.034225,0.535230,0.026981,0.133314,3.463306,0.948025,0.838907,0.499117,0.506865,0.359142,0.363649,0.341715,0.335162,0.266230,0.291667,0.261230,0.283501,0.029179,0.004161,0.012897,0.028485,0.036021,0.009758,0.054670,0.001562,0.002961,0.052732,0.054600,0.016113,0.015990,trainingData/disgust
0.087618,0.017237,3.149357,0.172768,0.200123,0.544309,0.020538,0.133573,-27.248656,2.444222,-0.148478,0.289687,-0.285445,-0.126462,-0.193424,-0.113541,-0.056147,0.085614,-0.124722,-0.217900,-0.247344,0.034566,0.004491,0.012866,0.010951,0.017893,0.003392,0.021457,0.001952,0.012341,0.034754,0.033653,0.004788,0.028780,0.086049,0.021776,0.249806,0.091047,0.036102,0.598687,0.017699,0.161756,2.896268,1.172498,0.912956,0.597866,0.471335,0.395242,0.384111,0.272572,0.350085,0.331237,0.335144,0.329744,0.323765,0.056014,0.008439,0.016775,0.019299,0.027939,0.005498,0.032421,0.003651,0.018062,0.039927,0.046631,0.007018,0.017461,trainingData/disgust
0.079399,0.013598,2.918145,0.180823,0.214541,0.474762,0.039096,0.110601,-29.324659,2.076081,-0.036789,0.031251,-0.243898,0.007283,0.031082,0.145781,-0.074106,-0.110414,0.004095,-0.073203,-0.119218,0.017612,0.006588,0.024507,0.010828,0.040648,0.005235,0.090006,0.002100,0.001347,0.015309,0.017726,0.007763,0.042846,0.083434,0.024317,0.332396,0.094437,0.032732,0.513108,0.039979,0.132305,3.443874,1.012111,0.851838,0.552637,0.577204,0.362667,0.287966,0.259676,0.303585,0.288284,0.261760,0.249586,0.292643,0.029359,0.012309,0.035653,0.018303,0.040503,0.013709,0.078579,0.006246,0.001403,0.026190,0.029295,0.021118,0.021368,trainingData/disgust
0.110397,0.013556,3.108917,0.217216,0.220370,0.731756,0.023526,0.190790,-28.857512,2.055069,0.315166,-0.213582,-0.315051,0.168598,0.024759,0.201439,-0.042732,-0.085245,-0.086849,-0.031912,-0.100311,0.011784,0.007459,0.022735,0.013421,0.028267,0.007739,0.040202,0.001394,0.008313,0.026683,0.011399,0.005845,0.029557,0.117084,0.022088,0.223912,0.115556,0.031342,0.724026,0.029744,0.214247,4.244848,1.056943,0.702509,0.600686,0.524975,0.398095,0.292703,0.270050,0.302495,0.276496,0.306102,0.330348,0.278453,0.019863,0.015179,0.033878,0.022941,0.039200,0.018153,0.059389,0.001794,0.015955,0.035766,0.017053,0.012483,0.018034,trainingData/disgust
0.103122,0.018040,3.096212,0.198974,0.207831,0.684373,0.021130,0.167678,-27.197879,2.218708,-0.190832,0.060245,-0.092033,0.056409,-0.048454,0.049541,-0.086394,0.039985,-0.116876,-0.058732,-0.285075,0.012732,0.005203,0.019538,0.007805,0.015824,0.003126,0.043906,0.003978,0.004615,0.040334,0.041171,0.007354,0.032134,0.105097,0.019702,0.396442,0.110474,0.032597,0.721994,0.016672,0.190477,3.373672,1.167078,1.256183,0.601156,0.663315,0.415558,0.371431,0.273053,0.307061,0.321971,0.268216,0.271332,0.264524,0.018251,0.008588,0.026094,0.012298,0.022844,0.004580,0.060634,0.007626,0.005598,0.050309,0.048909,0.013737,0.017457,trainingData/disgust
0.091466,0.018189,3.113755,0.174567,0.203506,0.474233,0.022886,0.129189,-27.112750,2.381229,-0.608929,0.093578,-0.073643,-0.056380,-0.011025,0.150717,-0.113662,0.123920,-0.042713,-0.128682,-0.227184,0.015874,0.006158,0.016812,0.009584,0.018620,0.005561,0.031419,0.004312,0.005838,0.030642,0.038403,0.006019,0.027448,0.087720,0.022342,0.306071,0.078042,0.030276,0.567708,0.022843,0.135304,2.929661,0.977935,1.126636,0.520449,0.627918,0.381182,0.283157,0.274101,0.361360,0.315074,0.307011,0.339319,0.282038,0.022916,0.012809,0.020779,0.016423,0.021816,0.009080,0.043900,0.007016,0.006181,0.038244,0.051325,0.012337,0.016840,trainingData/disgust
0.077787,0.012234,3.136247,0.174478,0.208993,0.368676,0.024040,0.118944,-28.674049,2.633496,-0.593610,-0.198061,0.046937,-0.067279,-0.025861,0.119354,-0.041875,-0.190046,-0.125160,-0.143306,-0.210525,0.032421,0.012387,0.015464,0.011115,0.024676,0.010648,0.043384,0.008432,0.003952,0.024857,0.020794,0.004218,0.031698,0.068525,0.019920,0.208832,0.071390,0.023963,0.379665,0.021590,0.109494,3.672367,0.943409,0.841453,0.570505,0.492270,0.404909,0.275174,0.217197,0.250697,0.226133,0.274227,0.259952,0.295374,0.036359,0.017636,0.021217,0.022799,0.030218,0.019335,0.068878,0.016361,0.009808,0.036744,0.030375,0.006123,0.017331,trainingData/disgust
0.078388,0.023147,3.129303,0.160166,0.195087,0.445004,0.025405,0.114467,-27.229120,2.936932,-0.494474,-0.114250,-0.322639,-0.102799,0.116665,-0.105077,-0.082417,-0.047989,-0.093509,-0.183685,-0.234175,0.017527,0.012356,0.015411,0.013615,0.026703,0.008687,0.028921,0.003686,0.003398,0.026645,0.034154,0.008519,0.028377,0.078368,0.029153,0.217909,0.080633,0.038762,0.558605,0.021063,0.118355,2.925251,1.047730,0.625750,0.859580,0.549463,0.311823,0.414047,0.326185,0.317009,0.247273,0.294812,0.279944,0.283561,0.023298,0.021960,0.017052,0.021696,0.032874,0.014534,0.039206,0.003755,0.002751,0.030785,0.042764,0.013220,0.011934,trainingData/disgust
0.140806,0.017773,3.167972,0.242205,0.225994,0.807109,0.015950,0.215902,-27.177647,2.063525,-0.127081,-0.282422,-0.315600,0.100970,0.045759,0.191133,-0.105442,-0.106569,-0.019312,-0.073466,-0.164731,0.011143,0.007897,0.012667,0.010438,0.031284,0.006835,0.024557,0.002433,0.005625,0.021194,0.019875,0.006999,0.022120,0.144926,0.021763,0.203904,0.140379,0.038409,0.774674,0.014288,0.239383,3.103288,1.146441,0.791267,0.558026,0.596959,0.465203,0.405901,0.316632,0.355415,0.275974,0.299996,0.292195,0.346386,0.021464,0.012117,0.014576,0.015230,0.034654,0.011456,0.043289,0.003580,0.010202,0.028651,0.029347,0.013561,0.012571,trainingData/disgust
0.114498,0.034100,3.157924,0.189398,0.195857,0.486335,0.018829,0.186222,-27.219536,2.849713,-0.766530,-0.287293,0.167800,-0.004207,-0.135907,-0.003142,0.010918,0.001360,-0.100030,-0.055234,-0.161919,0.012114,0.007924,0.010810,0.006436,0.022130,0.008291,0.048766,0.005559,0.010834,0.026027,0.016861,0.005855,0.023499,0.124479,0.052440,0.172840,0.128400,0.044344,0.639194,0.013723,0.220276,3.199571,1.263516,0.658968,0.525364,0.450547,0.351815,0.315909,0.236837,0.252124,0.263011,0.295631,0.315268,0.315634,0.015452,0.012758,0.011924,0.012224,0.028723,0.009861,0.047331,0.010584,0.014101,0.032467,0.020264,0.011211,0.012657,trainingData/disgust
0.115273,0.019844,3.098683,0.203178,0.200865,0.611462,0.017452,0.156175,-27.534616,2.126875,-0.827117,0.339841,-0.129955,0.016259,-0.029377,0.099340,-0.102018,0.026110,-0.016891,-0.180544,-0.150421,0.013904,0.007413,0.013165,0.009132,0.026976,0.005730,0.035805,0.004301,0.007973,0.024077,0.020097,0.004469,0.023357,0.120818,0.025566,0.258326,0.120532,0.041170,0.615825,0.012574,0.175905,2.753541,1.119485,0.670484,0.557310,0.488216,0.379151,0.374933,0.354682,0.295196,0.292306,0.314296,0.260753,0.323818,0.022061,0.013107,0.015275,0.017278,0.031630,0.008062,0.041852,0.008637,0.015206,0.033068,0.028650,0.004845,0.013079,trainingData/disgust
0.175815,0.013968,3.072693,0.262695,0.219703,1.157326,0.015096,0.308515,-27.725922,1.422655,-0.251736,0.327810,-0.364343,0.141371,-0.107809,-0.016302,0.053953,0.005203,-0.114435,0.002525,-0.161624,0.009946,0.006072,0.018307,0.007755,0.023507,0.003878,0.045065,0.002696,0.008823,0.020017,0.011960,0.005291,0.022967,0.177182,0.017945,0.301708,0.172010,0.054468,0.939795,0.012980,0.315461,3.318257,1.105159,0.875597,0.477356,0.485102,0.321840,0.397888,0.289419,0.230486,0.251505,0.325075,0.237301,0.330668,0.018516,0.012347,0.020021,0.011807,0.031935,0.006320,0.051583,0.004586,0.016634,0.030012,0.016486,0.008165,0.016780,trainingData/disgust
0.116776,0.018450,3.026101,0.216204,0.216367,0.711409,0.038351,0.200984,-28.006302,2.001428,0.185132,-0.178280,-0.498119,0.134337,-0.009347,0.087967,0.024324,-0.095625,0.006417,-0.018862,-0.162892,0.017300,0.006351,0.013165,0.010572,0.056677,0.015849,0.041039,0.001358,0.005647,0.007143,0.007101,0.008140,0.027991,0.135427,0.025944,0.169648,0.129736,0.033517,0.712982,0.034495,0.233190,3.511090,0.927436,0.642935,0.525099,0.502522,0.384562,0.263035,0.231447,0.290427,0.297918,0.230195,0.251101,0.227684,0.023638,0.010359,0.013004,0.019360,0.036546,0.025196,0.041612,0.002778,0.008081,0.014854,0.010753,0.014805,0.015798,trainingData/disgust
0.142104,0.029241,3.163059,0.237781,0.214142,0.852238,0.013828,0.235314,-26.329097,1.933319,-0.454651,0.111081,-0.128542,0.058914,-0.058983,-0.023206,-0.140204,0.084037,-0.138828,-0.026817,-0.117483,0.011624,0.004451,0.017240,0.009013,0.021324,0.005666,0.027121,0.007154,0.005829,0.021006,0.035347,0.005570,0.023189,0.149562,0.035004,0.187031,0.152591,0.055964,0.781127,0.009892,0.276663,3.262408,1.228208,1.032209,0.566268,0.617049,0.406322,0.315532,0.244016,0.338231,0.295357,0.346786,0.262954,0.292754,0.020043,0.007476,0.025263,0.014461,0.031152,0.009984,0.049798,0.009895,0.008643,0.023999,0.034836,0.006697,0.014927,trainingData/disgust
0.107441,0.016433,3.127021,0.212149,0.225618,0.488853,0.030636,0.161740,-28.933626,3.020514,0.057507,0.305056,-0.321699,-0.284980,-0.106274,0.171680,-0.226826,-0.012020,-0.082671,-0.044047,-0.147923,0.011302,0.005136,0.014822,0.008552,0.024268,0.006153,0.041671,0.000616,0.027286,0.027872,0.036934,0.007390,0.034965,0.125549,0.023708,0.245977,0.146174,0.061948,0.612276,0.020108,0.212364,3.280546,1.065305,0.621116,0.573126,0.507312,0.493049,0.431269,0.390754,0.274303,0.233844,0.240206,0.291971,0.272837,0.014716,0.011260,0.020179,0.014745,0.031961,0.008475,0.057536,0.000917,0.040410,0.030245,0.040744,0.017649,0.016890,trainingData/disgust
0.079651,0.020475,2.959603,0.171358,0.200247,0.568200,0.027771,0.127779,-27.177305,2.233243,-0.390696,0.350445,-0.256827,0.002593,-0.073754,0.013212,-0.065327,0.061003,-0.121163,-0.013843,-0.135138,0.015082,0.005143,0.019334,0.006344,0.034078,0.006948,0.060783,0.003542,0.006941,0.023468,0.017068,0.005959,0.029405,0.084088,0.025635,0.249629,0.088537,0.053229,0.584941,0.023432,0.140693,4.014051,1.032394,0.936233,0.547211,0.516694,0.376575,0.380136,0.219842,0.329034,0.263144,0.257559,0.292874,0.283247,0.025553,0.007997,0.026162,0.011375,0.040663,0.014927,0.067604,0.006668,0.011645,0.033280,0.023654,0.008471,0.019067,trainingData/disgust
0.142158,0.014098,3.116413,0.243381,0.220659,0.950523,0.017652,0.219536,-28.463955,1.603611,-0.061124,0.230215,-0.245350,0.179315,-0.093662,0.074254,-0.047712,0.018572,-0.103133,-0.056221,-0.155079,0.012197,0.006324,0.014765,0.008364,0.027675,0.005443,0.044664,0.002490,0.004150,0.028666,0.020795,0.006797,0.027805,0.137954,0.018949,0.212078,0.126730,0.038001,0.829233,0.017756,0.236284,3.818825,1.191884,0.780284,0.625451,0.455186,0.346410,0.409079,0.266161,0.283809,0.261280,0.253673,0.304686,0.305427,0.017541,0.010353,0.013948,0.015040,0.028095,0.013206,0.061112,0.005770,0.005284,0.046777,0.030466,0.014427,0.017782,trainingData/disgust
0.119977,0.017884,3.147430,0.227415,0.218253,0.777573,0.019788,0.189126,-28.071336,2.069631,0.489475,-0.083811,-0.380403,0.057768,-0.145729,0.249786,-0.053674,-0.043469,-0.125131,-0.096480,-0.144949,0.018954,0.008635,0.014025,0.009135,0.029628,0.006934,0.034629,0.000674,0.012580,0.027546,0.014093,0.008561,0.026961,0.126989,0.035489,0.214372,0.125821,0.029356,0.793346,0.014544,0.220134,3.328418,1.102982,0.746712,0.654776,0.599269,0.333372,0.486357,0.350553,0.381898,0.295427,0.297334,0.316732,0.228718,0.033327,0.015699,0.022525,0.016697,0.039872,0.011974,0.039534,0.000915,0.027730,0.041459,0.027662,0.018142,0.012583,trainingData/disgust
0.104291,0.019670,3.167111,0.186635,0.201654,0.595133,0.026337,0.158112,-28.060170,2.594187,-0.198761,0.277913,-0.339208,-0.223957,0.145918,0.107017,-0.113661,0.014552,-0.055853,-0.077436,-0.174637,0.017106,0.008559,0.010615,0.007543,0.018206,0.008555,0.023244,0.000947,0.005679,0.045645,0.028074,0.008721,0.027590,0.108811,0.028728,0.226980,0.107145,0.034361,0.694699,0.029769,0.191677,3.837031,1.194852,0.991066,0.481486,0.661660,0.431609,0.445728,0.276923,0.319799,0.223879,0.297046,0.239572,0.304700,0.028074,0.014020,0.015173,0.014078,0.028677,0.014144,0.038210,0.001297,0.011667,0.049335,0.035007,0.020001,0.013362,trainingData/disgust
0.118151,0.013353,3.094402,0.224146,0.214954,0.857450,0.046295,0.197268,-28.923592,1.808469,0.094958,-0.021580,-0.228684,0.184493,0.144619,0.017612,0.022126,-0.090339,-0.138898,0.035708,-0.288656,0.024107,0.006537,0.015526,0.006750,0.037265,0.005202,0.063645,0.005611,0.003500,0.014851,0.017006,0.007011,0.036776,0.135784,0.018263,0.200176,0.135017,0.032415,0.956529,0.050261,0.244748,3.493241,1.035171,0.740455,0.472197,0.445283,0.404400,0.323016,0.246001,0.290384,0.168754,0.221508,0.311644,0.368944,0.035363,0.011807,0.018492,0.012769,0.037126,0.013223,0.089824,0.013836,0.007139,0.026381,0.032892,0.016618,0.021832,trainingData/disgust
0.112623,0.019632,3.218147,0.214475,0.214779,0.731402,0.022955,0.172951,-27.282444,2.183455,0.369438,-0.068250,-0.286213,-0.018132,-0.221430,0.062259,-0.065313,-0.085893,0.004906,-0.118923,-0.210915,0.013909,0.006438,0.015179,0.010982,0.015641,0.002333,0.018925,0.001266,0.015819,0.041768,0.041700,0.006629,0.030579,0.118064,0.026479,0.113178,0.110440,0.023754,0.784649,0.028454,0.192585,2.965770,1.196392,0.644251,0.741775,0.510509,0.354842,0.359220,0.246423,0.316452,0.349468,0.387714,0.342942,0.357891,0.021245,0.013456,0.027302,0.024164,0.022607,0.002752,0.028201,0.002006,0.023475,0.049584,0.061795,0.015694,0.015882,trainingData/disgust
0.084488,0.032029,3.188737,0.150647,0.185826,0.398735,0.024779,0.119044,-26.560293,3.339508,-0.465980,-0.465977,-0.034127,-0.115791,0.046572,-0.026125,0.046643,-0.094026,-0.099973,-0.086111,-0.084177,0.014561,0.008073,0.013120,0.013563,0.018729,0.010007,0.026321,0.002915,0.008107,0.037421,0.028943,0.008244,0.023864,0.085056,0.043974,0.190781,0.076010,0.030217,0.509664,0.015424,0.124706,2.594225,0.957935,0.758510,0.610186,0.484440,0.415260,0.346375,0.267459,0.296015,0.290656,0.288336,0.277522,0.307864,0.019267,0.013096,0.015189,0.016157,0.020165,0.019819,0.033393,0.006888,0.015695,0.042217,0.040578,0.018331,0.012777,trainingData/disgust
0.084488,0.024322,3.120353,0.176932,0.207573,0.489319,0.029050,0.127350,-27.624705,2.685886,-0.103283,-0.062147,-0.602754,-0.015161,0.152337,0.023818,-0.043741,-0.077214,-0.202349,-0.050442,-0.144568,0.015597,0.004587,0.014705,0.017146,0.023721,0.015167,0.025031,0.001003,0.009821,0.033860,0.033959,0.005770,0.030570,0.085947,0.038852,0.231612,0.094420,0.034168,0.520852,0.029645,0.137621,4.179371,1.038266,0.787127,0.645572,0.536682,0.421486,0.495378,0.271658,0.291749,0.240338,0.345801,0.294772,0.326023,0.026484,0.006941,0.017091,0.032310,0.033276,0.024872,0.037921,0.001562,0.017889,0.040980,0.052636,0.012508,0.014396,trainingData/disgust
0.157923,0.041677,3.210073,0.233473,0.210014,0.905195,0.031583,0.239964,-26.660483,2.376295,0.203027,0.133606,-0.383182,-0.118845,0.060264,-0.017154,-0.068068,0.010971,-0.008690,-0.095834,-0.084533,0.013157,0.003295,0.015450,0.008140,0.025980,0.007912,0.029595,0.000873,0.007461,0.040882,0.023232,0.003617,0.028843,0.143108,0.048585,0.140408,0.137270,0.036766,0.884250,0.029502,0.232080,2.585654,1.538740,0.603208,0.533590,0.445235,0.346734,0.321198,0.277894,0.392736,0.275445,0.253244,0.329808,0.250479,0.026337,0.006258,0.028631,0.014539,0.038514,0.016222,0.042658,0.001707,0.016108,0.050785,0.032842,0.005623,0.016563,trainingData/disgust
0.098365,0.025673,3.139226,0.180750,0.199128,0.552960,0.025979,0.146576,-27.745476,2.583411,-0.197367,0.170540,-0.337651,-0.109817,-0.088840,-0.069602,-0.086394,0.044563,-0.065087,-0.046051,-0.254366,0.012890,0.005158,0.011344,0.009132,0.013416,0.005183,0.027461,0.002362,0.013680,0.063060,0.029315,0.004696,0.030946,0.095562,0.034446,0.299234,0.091544,0.038513,0.574321,0.024040,0.147039,3.970171,1.139582,0.870226,0.553766,0.454327,0.338037,0.379952,0.292674,0.326922,0.267152,0.348268,0.318736,0.250836,0.020610,0.008718,0.017653,0.016616,0.021132,0.012798,0.043116,0.003012,0.020295,0.055410,0.037995,0.007847,0.015161,trainingData/disgust
0.097473,0.023463,2.952934,0.188659,0.215010,0.648803,0.020682,0.137350,-26.697250,1.765096,-0.221738,0.274272,-0.138941,0.109991,-0.052563,0.118343,0.007065,0.009284,-0.094590,0.013709,-0.165085,0.009369,0.007110,0.023797,0.006075,0.028992,0.005581,0.110538,0.001216,0.005408,0.013267,0.014863,0.004610,0.039184,0.090064,0.028988,0.213350,0.090443,0.038246,0.581691,0.016117,0.135275,2.494680,1.238215,0.504533,0.414424,0.445970,0.303700,0.352620,0.180259,0.302744,0.243069,0.286834,0.221904,0.251517,0.011143,0.009392,0.019774,0.010458,0.028557,0.008969,0.052593,0.001603,0.008699,0.017645,0.022394,0.007598,0.016238,trainingData/disgust
